Data,Fechamento,Abertura,Maxima,Minima,Volume,Variacao,Amplitude,Fech_Abert,Target,Retorno,Lag1,Lag2,Lag3,MM5,MM20,MM50,MM100,Dist_MM20_pct,Dist_MM50_pct,Dist_MM100_pct,Slope_MM20,Slope_MM50,Slope_MM100,Volatilidade5,RSI14,EMA12,EMA26,MACD,MACDsig,STOCHK,STOCHD,TR,ATR14,Cross_5_20,Cross_20_50,Cross_50_100,Cross_EMA12_26,Cross_STOCH,Ret_2d,Ret_3d,Ret_5d,Ret_10d,Ret_20d,ZClose_20,ZVolume_20,DOW,DOW_sin,DOW_cos,DOW_0,DOW_1,DOW_2,DOW_3,DOW_4
2023-09-05,117.331,117.776,117.957,116.637,10870000.0,-0.38,1.3199999999999932,-0.4449999999999932,0,-0.37868174601153326,-0.09839430670184335,1.8584437801316689,-1.5255030416471582,117.2556,116.8587,118.31397999999999,114.40353999999999,0.4041633186061544,-0.8308232044936581,2.5588893490533726,-0.0752052324713981,-0.0032454959024819097,0.0951311787473097,1.256831859066291,55.44697112066804,117.20664877152933,117.46350984207804,-0.2568610705487089,-0.41476220118461665,68.37033933806715,75.40846250522105,1.3199999999999932,1.571642857142854,1,0,1,0,0,-0.476703451434779,1.3728810630540433,-0.9062193844802446,1.0115706463721175,-1.4770341758334027,0.38110283007140855,-0.10210873472216213,1,0.7818314824680298,0.6234898018587336,False,True,False,False,False
2023-09-06,115.985,117.331,117.971,115.984,9920000.0,-1.15,1.987000000000009,-1.3460000000000036,0,-1.1471819041856013,-0.37868174601153326,-0.09839430670184335,1.8584437801316689,116.94560000000001,116.7375,118.30005999999999,114.50059999999999,-0.6446086304743526,-1.9569389905634726,1.296412420546278,-0.10371499939670903,-0.011765304488953188,0.08484003204796142,1.3149696201732968,53.00317384270064,117.01870280667866,117.3539905945167,-0.33528778783804114,-0.39886731851530155,40.1759530791706,62.08630079596535,1.987000000000009,1.5884999999999974,1,0,1,0,0,-1.5215194817324251,-1.6184166998888805,-1.3187561151997262,-1.8199517501163998,-2.0471416868650283,-0.6283769371975887,-0.4327559558513411,2,0.9749279121818236,-0.22252093395631434,False,False,True,False,False
2023-09-08,115.313,115.979,115.979,114.839,8359999.999999999,-0.58,1.1400000000000006,-0.6659999999999968,0,-0.5793852653360299,-1.1471819041856013,-0.37868174601153326,-0.09839430670184335,116.85979999999999,116.58564999999999,118.23866,114.59357,-1.0916008959936163,-2.4743683664885885,0.6278100944058229,-0.13007816682729656,-0.05190191788574383,0.08119608106857967,1.1439816065258255,49.716713880978745,116.75628699026655,117.20280610603399,-0.44651911576744396,-0.40839767796573007,26.099706744862758,44.88199972070015,1.1460000000000008,1.577071428571426,1,0,1,0,0,-1.7199205666021733,-2.0920892873820818,-0.3706519673066011,-1.4637772802625015,-2.5661174482467186,-1.0834478543878086,-0.9234011729405058,4,-0.433883739117558,-0.9009688679024191,False,False,False,False,True
2023-09-11,116.883,115.316,117.131,115.316,8790000.0,1.36,1.8149999999999977,1.566999999999993,1,1.3615117116023256,-0.5793852653360299,-1.1471819041856013,-0.37868174601153326,116.6578,116.52655000000001,118.21458000000001,114.70076999999999,0.30589595246746093,-1.1264092804796344,1.90254171789781,-0.05069234506989151,-0.020365589393500638,0.09354800622756176,0.9376395837318616,56.997832781977976,116.77578129945631,117.17911676484628,-0.4033354653899721,-0.4073852354505785,55.58076225044102,40.61880735815811,1.8179999999999978,1.6099285714285685,1,0,1,0,1,0.7742380480234567,-0.38182577494439984,-0.856709049731541,0.902992998782759,-1.0011434379367357,0.31685398471381737,-0.7005579286709992,0,0.0,1.0,True,False,False,False,False
2023-09-12,117.968,116.885,118.154,116.885,9190000.0,0.93,1.2689999999999912,1.0829999999999984,1,0.9282787060564957,1.3615117116023256,-0.5793852653360299,-1.1471819041856013,116.696,116.58444999999999,118.18048,114.84132000000001,1.1867363100310557,-0.17979280503852557,2.7226089006987975,0.04968824701321317,-0.028845849640546373,0.12253623057632002,1.0610982347889333,55.363485673645805,116.95919956107842,117.23755256004286,-0.27835299896443644,-0.3815787881533501,78.18590704645743,53.288792013920386,1.2710000000000008,1.5680714285714257,1,0,1,0,1,2.3024290409580983,1.709703841013921,0.16217088226053722,0.723183715986031,0.9913534800102708,1.1832788037876538,-0.5140347829301167,1,0.7818314824680298,0.6234898018587336,False,True,False,False,False
2023-09-13,118.176,117.968,119.318,117.722,12080000.0,0.18,1.5960000000000036,0.2079999999999984,1,0.17631900176318105,0.9282787060564957,1.3615117116023256,-0.5793852653360299,116.86499999999998,116.68469999999999,118.16248,114.97941,1.2780595913603143,0.011441872242357043,2.7801412444193208,0.08598916922453181,-0.015230941691890543,0.12024417692166889,1.0354748845859325,50.13557304406441,117.14639962860483,117.30706718522487,-0.16066755662004084,-0.33739654184668827,74.50323732974456,69.42330220888098,1.5960000000000036,1.5407142857142833,1,0,1,0,1,1.106234439567788,2.4828076626226103,0.720184776401811,-0.192561062126273,1.7259040552289218,1.2254728042692788,0.6152331542980056,2,0.9749279121818236,-0.22252093395631434,False,False,True,False,False
2023-09-14,119.392,118.181,119.748,118.181,13280000.0,1.03,1.5670000000000073,1.2109999999999985,1,1.0289737340915206,0.17631900176318105,0.9282787060564957,1.3615117116023256,117.54639999999999,116.87469999999999,118.15933999999999,115.13386,2.153845100778873,1.0432184201435213,3.698425467538402,0.1628319736863615,-0.002657357902458024,0.13432839844977895,0.781140077618181,57.76858418697081,117.49187660881947,117.46150665298599,0.030369955833478457,-0.2638432423106549,92.7480138520893,81.81238607609708,1.5720000000000027,1.560999999999998,1,0,1,1,1,1.2071070120710736,2.1465910354799167,2.9374488080355254,1.5799549070489638,3.28742473527579,1.8943622919369147,1.6640954747202261,3,0.43388373911755823,-0.900968867902419,False,False,False,True,False
2023-09-15,118.758,119.393,119.78,118.666,16110000.0,-0.53,1.1140000000000043,-0.6350000000000051,0,-0.53102385419459,1.0289737340915206,0.17631900176318105,0.9282787060564957,118.2354,117.0635,118.18598,115.28923999999999,1.4475049866098155,0.4839998788350286,3.0087456557090775,0.16154052160135546,0.022545826677777825,0.13495595474692923,0.7632410596478116,59.953656375598754,117.68666482284723,117.55754319720924,0.12912162563799257,-0.18525026872092543,79.31592794979157,82.1890597105418,1.1140000000000043,1.5080714285714276,1,0,1,1,0,0.49248578391551945,0.6696731316967242,2.9875209213184872,2.605795648943321,3.28399227705205,1.2896395712227893,2.5952694702635575,4,-0.433883739117558,-0.9009688679024191,False,False,False,False,True
2023-09-18,118.288,118.759,119.486,118.123,11270000.0,-0.4,1.3629999999999995,-0.47100000000000364,0,-0.39576281176847417,-0.53102385419459,1.0289737340915206,0.17631900176318105,118.5164,117.20745,118.17378,115.449,0.9219123869685708,0.09665426628480134,2.4590944919401725,0.12296744929032322,-0.010322713404764539,0.13857320943395646,0.7243834153543308,54.210260480499414,117.77917792702458,117.61165110852708,0.1675268184974925,-0.11469485127724185,69.80368346487145,80.6225417555841,1.3629999999999995,1.5042142857142846,1,0,1,1,0,-0.924685071026532,0.09477389656105117,1.2020567576123131,0.3350495788553953,2.494606139902422,0.8439089480270057,0.3923264993531661,0,0.0,1.0,True,False,False,False,False
2023-09-19,117.846,118.288,118.458,117.628,11450000.0,-0.37,0.8299999999999983,-0.44199999999999307,0,-0.37366427701879257,-0.39576281176847417,-0.53102385419459,1.0289737340915206,118.492,117.37830000000001,118.17186,115.59823,0.3984552510983619,-0.2757509275050696,1.944467488818824,0.1457671845945141,-0.001624725890969625,0.1292605392857471,0.6454269609682762,47.8568136425972,117.78945824594388,117.62901028567322,0.160447960270659,-0.05966628896766169,60.858125885436046,69.99257910003301,0.8299999999999983,1.4654999999999987,1,0,1,1,0,-0.7679482645379654,-1.2948941302599826,-0.10341787603418418,0.0585852925443886,2.986131138085635,0.4227637339218762,0.43458324134712156,1,0.7818314824680298,0.6234898018587336,False,True,False,False,False
2023-09-20,118.695,117.864,119.616,117.847,9240000.0,0.72,1.7690000000000055,0.8309999999999889,1,0.7204317499108992,-0.37366427701879257,-0.39576281176847417,-0.53102385419459,118.59579999999998,117.50524999999998,118.19463999999999,115.74086,1.01250795177239,0.4233356098042984,2.55237433003348,0.10815457371589066,0.019277008925810968,0.12338424212896548,0.7272785478363896,54.46222495762714,117.92877236195251,117.70797248673446,0.22079987521804867,-0.003573056130519621,78.04088241245117,69.56756392091954,1.769999999999996,1.4940714285714276,1,0,1,1,1,0.3440754768023746,-0.05304905774768942,0.43917546709990596,1.1625231183574503,2.1858535073521645,1.077355890512525,-0.5402081282101202,2,0.9749279121818236,-0.22252093395631434,False,False,True,False,False
2023-09-21,116.145,118.695,118.695,116.013,12690000.0,-2.15,2.681999999999988,-2.549999999999997,0,-2.1483634525464423,0.7204317499108992,-0.37366427701879257,-0.39576281176847417,117.9464,117.40574999999998,118.16421999999999,115.88304,-1.073840080234556,-1.7088252264517934,0.22605551252365963,-0.08467706762037563,-0.025737207710951893,0.12284339342216732,1.0276079732999355,51.464921846548826,117.65434584472905,117.59219674697636,0.062149097752694615,0.009571374646123227,26.43189637724615,55.11030155837776,2.681999999999988,1.5502857142857127,1,0,1,1,0,-1.4434091950511707,-1.8116799675368611,-2.719612704368801,0.1379488726990452,-1.6845134803402995,-1.1119175376288848,0.953922911340008,3,0.43388373911755823,-0.900968867902419,False,False,False,True,False
2023-09-22,116.009,116.147,116.968,115.855,9440000.0,-0.12,1.1129999999999995,-0.13800000000000523,0,-0.11709501054715243,-2.1483634525464423,0.7204317499108992,-0.37366427701879257,117.39659999999999,117.3549,118.09911999999998,116.02516,-1.1468630623859721,-1.7698015023312474,-0.013928013544650675,-0.043311336966023184,-0.05509281912917663,0.12264089723570404,1.0455994198090828,41.97614991477105,117.40121571477073,117.47492291386699,-0.07370719909626189,-0.007084340102353796,23.679417122035304,42.717398637244195,1.1129999999999995,1.469142857142856,1,0,1,0,0,-2.262942836682247,-1.5588140454491528,-2.3147914245777113,0.6035746186466406,-0.8690376497530461,-1.1465421991220295,-0.474177587828842,4,-0.433883739117558,-0.9009688679024191,False,False,False,False,True
2023-09-25,115.925,116.009,116.031,115.573,9580000.0,-0.07,0.4580000000000126,-0.08400000000000318,0,-0.07240817522778942,-0.11709501054715243,-2.1483634525464423,0.7204317499108992,116.924,117.3593,118.0634,116.16266999999999,-1.2221443038600288,-1.8112302373131772,-0.20460101338923842,0.0037493108510977535,-0.03024577998547162,0.11851739743344858,1.060680374860554,42.090878032064424,117.174105604806,117.3601138091361,-0.18600820433009346,-0.04286911294790173,21.979356405581424,24.03022330162094,0.4580000000000126,1.431428571428572,0,0,1,0,0,-0.18941839941452043,-2.3337124562955447,-1.9976667117543645,-0.8196230418452632,0.07596881825322477,-1.2279556872089057,-0.42268378165240555,0,0.0,1.0,True,False,False,False,False
2023-09-26,114.193,115.922,115.922,114.162,11240000.0,-1.49,1.759999999999991,-1.7289999999999992,0,-1.4940694414492084,-0.07240817522778942,-0.11709501054715243,-2.1483634525464423,116.1934,117.21290000000002,117.98288000000001,116.25312,-2.576422902257358,-3.2122287572569963,-1.7720986757172597,-0.1247451203270522,-0.06820064473832543,0.07786494576957903,1.1671967778375227,37.9251962443796,116.71547397329739,117.12551278623712,-0.41003881293973166,-0.11630305294626772,0.5517977928085833,15.403523773475087,1.762999999999991,1.4630714285714288,0,0,1,0,0,-1.5653957882578062,-1.6806577984415982,-3.0998082242927216,-3.2000203445002096,-2.499978654553836,-2.210486159781165,0.273200223761766,1,0.7818314824680298,0.6234898018587336,False,True,False,False,False
2023-09-27,114.327,114.193,115.34,113.366,13360000.0,0.12,1.9740000000000038,0.13400000000000034,1,0.117345196290497,-1.4940694414492084,-0.07240817522778942,-0.11709501054715243,115.31979999999999,117.00905,117.9126,116.33597,-2.2921731267795176,-3.040896392751924,-1.7268691703864247,-0.1739143046541991,-0.05956796443687962,0.07126690449255069,1.014987193787487,42.96384315051759,116.34801643894394,116.91821554281215,-0.5701991038682053,-0.20708226313065525,14.982850015588532,12.50466807132616,1.9740000000000038,1.462142857142857,0,0,1,0,1,-1.3784774638775033,-1.4498875087277763,-3.6800202198913112,-3.2570064987814784,-3.4432958346001796,-1.8138748293166589,1.0950039506894835,2,0.9749279121818236,-0.22252093395631434,False,False,True,False,False
2023-09-28,115.731,114.327,115.954,114.18,10390000.0,1.23,1.7739999999999867,1.4039999999999964,1,1.2280563646382747,0.117345196290497,-1.4940694414492084,-0.07240817522778942,115.237,116.91884999999999,117.87618,116.42214,-1.0159610704347455,-1.8198587704488012,-0.5936499707014486,-0.07708805430007848,-0.030887284310576746,0.07406995446033182,0.9682739897638116,51.670129454952566,116.25309083295258,116.83027365075199,-0.5771828177994109,-0.2811023740644064,36.87246647957009,17.46903809598905,1.7739999999999867,1.506999999999999,0,0,1,0,1,1.3468426260804023,-0.16734957946948903,-0.3564509879891542,-3.0663696060037493,-1.5348619560131005,-0.7920420935180724,-0.21455868055124777,3,0.43388373911755823,-0.900968867902419,False,False,False,True,False
2023-09-29,116.565,115.742,116.899,115.742,11140000.0,0.72,1.1569999999999965,0.8229999999999933,1,0.7206366487803706,1.2280563646382747,0.117345196290497,-1.4940694414492084,115.34819999999999,116.96,117.84581999999999,116.51331,-0.33772229822160993,-1.0868607813157793,0.04436403016958579,0.03519535130562801,-0.02575583972946882,0.07830984725070156,1.0282003442759382,48.6500254711597,116.30107685865218,116.81062375069628,-0.5095468920440993,-0.326791277660345,49.87527284065324,33.9101964452706,1.1680000000000064,1.4605714285714282,0,0,1,0,1,1.957542837649906,2.077185116425695,0.4792731598410427,-1.8466124387409688,0.7110642636207976,-0.2674598677711683,0.15580930808542728,4,-0.433883739117558,-0.9009688679024191,False,False,False,False,True
2023-10-02,115.057,116.565,116.672,114.761,8520000.0,-1.29,1.9110000000000014,-1.5079999999999956,0,-1.2936987946639222,0.7206366487803706,1.2280563646382747,0.117345196290497,115.17460000000001,116.8182,117.74262,116.58132000000002,-1.507641788693892,-2.28092427364025,-1.307516504359374,-0.1212380300957494,-0.0875720496492649,0.058371013577773745,1.2086077455455928,38.070649946681954,116.10968041885954,116.68072569508915,-0.5710452762296114,-0.3756420773741983,26.364203305265644,37.703980875162976,1.9110000000000014,1.5062857142857138,0,0,1,0,0,-0.5823850135227349,0.6385193348902751,-0.7487599741211937,-2.7314689571215967,-2.405571153503594,-1.160109466494137,-0.922431327252287,0,0.0,1.0,True,False,False,False,False
2023-10-03,113.419,115.055,115.056,113.151,11100000.0,-1.42,1.9050000000000011,-1.63600000000001,0,-1.4236421947382616,-1.2936987946639222,0.7206366487803706,1.2280563646382747,115.01979999999999,116.60029999999999,117.58416000000001,116.63087000000002,-2.728380630238514,-3.542279844496077,-2.7538763965320845,-0.18652915384761437,-0.1345816833360658,0.042502520987053316,1.189199743227927,32.55080331593746,115.69572958518884,116.4391163843418,-0.7433867991529581,-0.4491910217299503,4.0428420576249815,26.7607727345146,1.906000000000006,1.5284285714285712,0,0,1,0,0,-2.6989233474885244,-1.9977361294726492,-0.6777998651405936,-3.756597593469446,-3.700213114614914,-1.896287405373964,0.10261752297600427,1,0.7818314824680298,0.6234898018587336,False,True,False,False,False
2023-10-04,113.607,113.43,114.075,113.036,10810000.0,0.17,1.0390000000000015,0.1769999999999925,1,0.16575706010457658,-1.4236421947382616,-1.2936987946639222,0.7206366487803706,114.8758,116.41409999999999,117.41614,116.67665000000001,-2.411305846972134,-3.2441366238065705,-2.6309034412626775,-0.15969084127570587,-0.14289339652553412,0.039252043648474455,1.1919137128933484,27.04911528998025,115.37438657208287,116.22932998550168,-0.854943413418809,-0.5303415000677221,8.46678529062742,12.957943551172662,1.0390000000000015,1.4903571428571425,0,0,1,0,0,-1.2602449220820988,-2.537639943379233,-0.6297724946862981,-4.286616959433842,-3.1739267542252314,-1.5639781565271003,-0.04537633602811462,2,0.9749279121818236,-0.22252093395631434,False,False,True,False,False
